sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw,bench_boost_gw,bench_boost_pts,triple_captain_gw,triple_captain_pts,oracle,oracle_kind
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2021-22,2020-21,11,28,5,false,1576,1513,32,6,56.285714285714285,54.035714285714285,,,,,,,1520,54.285714285714285,1332,47.57142857142857,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2022-23,2021-22,11,28,5,false,1589,1541,26,1,56.75,55.035714285714285,,,,,,,1460,52.142857142857146,1357,48.464285714285715,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2023-24,2022-23,11,28,5,false,1700,1380,27,1,60.714285714285715,49.285714285714285,,,,,,,1389,49.607142857142854,1231,43.964285714285715,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2024-25,2023-24,11,28,5,false,1818,1689,25,3,64.92857142857143,60.32142857142857,,,,,,,1689,60.32142857142857,1420,50.714285714285715,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2025-26,2024-25,11,28,5,false,1523,1486,26,2,54.392857142857146,53.07142857142857,,,,,,,1458,52.07142857142857,1301,46.464285714285715,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2020-21,2019-20,16,23,5,false,1311,1191,20,0,57,51.78260869565217,,,,,,,1151,50.04347826086956,1044,45.391304347826086,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2021-22,2020-21,16,23,5,false,1259,1293,22,3,54.73913043478261,56.21739130434783,,,,,,,1298,56.43478260869565,1173,51,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2022-23,2021-22,16,23,5,false,1361,1106,23,2,59.17391304347826,48.08695652173913,,,,,,,1045,45.43478260869565,938,40.78260869565217,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2023-24,2022-23,16,23,5,false,1455,1077,22,1,63.26086956521739,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435,0,0,0,0,-,none
benchshape#1,1786645791-625124,fixed 1.9/1.2/0.6/0.3 (its predecessor),2,false,2024-25,2023-24,16,23,5,false,1361,1294,21,2,59.17391304347826,56.26086956521739,,,,,,,1294,56.26086956521739,1101,47.869565217391305,0,0,0,0,-,none
